timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2024-11-28,95863.11,96564.0,94640.0,95643.98,28814.54357,1732838399999,2749861591.25960980,4988161,14805.69321000,1412851841.07519470,0
2024-11-29,95643.99,98619.99,95364.99,97460.0,27701.78231,1732924799999,2690451030.63428740,5094070,13840.21172000,1344148785.26364260,0
2024-11-30,97460.0,97463.95,96092.01,96407.99,14503.83306,1733011199999,1402672950.69982080,3354759,7075.91503000,684284805.02344440,0
2024-12-01,96407.99,97836.0,95693.88,97185.18,16938.60452,1733097599999,1641327626.60622060,3342200,8114.89569000,786489040.19363780,0
2024-12-02,97185.17,98130.0,94395.0,95840.62,37958.66981,1733183999999,3646639621.73758780,7560103,18821.93327000,1808458555.89058410,0
2024-12-03,95840.61,96305.52,93578.17,95849.69,35827.32283,1733270399999,3413995542.01865610,5361712,17339.11167000,1652090703.17559560,0
2024-12-04,95849.69,99000.0,94587.83,98587.32,43850.53728,1733356799999,4241994533.78610610,6648724,22033.60112000,2132655972.04500000,0
2024-12-05,98587.32,104088.0,90500.0,96945.63,109921.729662,1733443199999,11048002942.14993118,12012364,56235.07835600,5657171374.76345580,0
2024-12-06,96945.63,101898.99,95981.72,99740.84,45049.5331,1733529599999,4456641685.36444370,6919102,21999.62416000,2175645718.55336060,0
2024-12-07,99740.84,100439.18,98844.0,99831.99,14931.9459,1733615999999,1487953846.83854580,2634566,6776.55000000,675350661.29733480,0
2024-12-08,99831.99,101351.0,98657.7,101109.59,14612.99688,1733702399999,1459576946.40215100,2994709,7152.80173000,714745738.91883560,0
2024-12-09,101109.6,101215.93,94150.05,97276.47,53949.11595,1733788799999,5283626995.70564880,8445872,25472.08477000,2495722030.53709450,0
2024-12-10,97276.48,98270.0,94256.54,96593.0,51708.68933,1733875199999,4988660195.09242860,11556189,24523.09586000,2367164879.17077290,0
2024-12-11,96593.0,101888.0,95658.24,101125.0,37753.78291,1733961599999,3745703763.01844990,8250511,19112.84559000,1897146318.21117040,0
2024-12-12,101125.0,102540.0,99311.64,100004.29,29232.08745,1734047999999,2949462583.86617050,8066322,14175.88661000,1430984456.67036050,0
2024-12-13,100004.29,101895.26,99205.0,101424.25,21904.03923,1734134399999,2203903393.07410050,5481660,10669.09365000,1073720887.63545590,0
2024-12-14,101424.24,102650.0,100609.41,101420.0,14191.70326,1734220799999,1441594367.04631920,3374538,6790.24676000,689981854.13948960,0
2024-12-15,101420.0,105250.0,101237.14,104463.99,22228.921775,1734307199999,2290462903.83579120,3638809,12668.89435500,1305611448.30009750,0
2024-12-16,104463.99,107793.07,103333.0,106058.66,41302.40274,1734393599999,4364964400.63455291,8048054,20349.09950000,2150550899.24752251,0
2024-12-17,106058.65,108353.0,105321.49,106133.74,29064.936466,1734479999999,3103833327.77510671,7212799,14187.32044600,1515158210.55198001,0
2024-12-18,106133.74,106524.98,100000.0,100204.01,50307.99755,1734566399999,5194263316.25923660,8762120,23308.37525000,2407213144.26949820,0
2024-12-19,100204.01,102800.11,95700.0,97461.86,55147.398,1734652799999,5487546517.70775260,7273941,26898.63715000,2677636003.90650610,0
2024-12-20,97461.86,98233.0,92232.54,97805.44,62884.1357,1734739199999,6022845238.83232620,7429007,29463.23021000,2822939306.66307790,0
2024-12-21,97805.44,99540.61,96398.39,97291.99,23483.54143,1734825599999,2296232055.19592620,3717638,11726.94119000,1146732451.42181330,0
2024-12-22,97292.0,97448.08,94250.35,95186.27,19353.83036,1734911999999,1857819866.36039980,3633551,9293.39749000,892081877.76277080,0
2024-12-23,95186.28,96538.92,92520.0,94881.47,32810.76703,1734998399999,3100007213.49456320,5464919,16339.58355000,1544707289.74436910,0
2024-12-24,94881.47,99487.99,93569.02,98663.58,23674.22488,1735084799999,2287214424.70647590,3421549,11969.25390000,1156798174.58232600,0
2024-12-25,98663.58,99569.15,97632.02,99429.6,14474.1651,1735171199999,1426143976.04936360,3283028,7006.52650000,690465056.58718590,0
2024-12-26,99429.61,99963.7,95199.14,95791.6,21192.36727,1735257599999,2049123567.38677240,5203490,10071.87249000,973940616.12924430,0
2024-12-27,95791.6,97544.58,93500.01,94299.03,26501.26429,1735343999999,2528567849.77946140,5718866,12945.51657000,1235623739.05781850,0
2024-12-28,94299.03,95733.99,94135.66,95300.0,8385.8929,1735430399999,794651624.83495550,2732061,4203.59876000,398416342.12816700,0
2024-12-29,95300.0,95340.0,93009.52,93738.2,13576.00578,1735516799999,1278370863.97684710,2865838,5651.38589000,532195414.10274130,0
2024-12-30,93738.19,95024.5,91530.45,92792.05,27619.4225,1735603199999,2573126059.76947800,5560563,13092.19646000,1220209278.25232730,0
2024-12-31,92792.05,96250.0,92033.73,93576.0,19612.03389,1735689599999,1845718801.92270400,3347847,9687.96775000,911716321.60540200,0
2025-01-01,93576.0,95151.15,92888.0,94591.79,10373.32613,1735775999999,975444194.13799830,1516556,5347.73648000,502914035.64059070,0
2025-01-02,94591.78,97839.5,94392.0,96984.79,21970.48948,1735862399999,2118411852.68127950,3569079,10915.96986000,1052226710.33367170,0
2025-01-03,96984.79,98976.91,96100.01,98174.18,15253.82936,1735948799999,1486610768.59079170,2851164,7468.60797000,727787246.89655880,0
2025-01-04,98174.17,98778.43,97514.79,98220.5,8990.05651,1736035199999,881223751.63536030,1559982,4350.80221000,426524714.13055390,0
2025-01-05,98220.51,98836.85,97276.79,98363.61,8095.63723,1736121599999,793931715.95463240,1685799,3877.90985000,380355340.46860360,0
2025-01-06,98363.61,102480.0,97920.0,102235.6,25263.43375,1736207999999,2540561688.77714340,3853702,12539.59534000,1260943259.46625620,0
2025-01-07,102235.6,102724.38,96181.81,96954.61,32059.87537,1736294399999,3170421659.71723590,4480562,14815.11453000,1464336049.70553450,0
2025-01-08,96954.6,97268.65,92500.9,95060.61,33704.67894,1736380799999,3205849081.11296200,5171208,15803.85091000,1503791328.69930850,0
2025-01-09,95060.61,95382.32,91203.67,92552.49,34544.83685,1736467199999,3217669887.24539790,6027161,15323.62663000,1427812152.27276120,0
2025-01-10,92552.49,95836.0,92206.02,94726.11,31482.86424,1736553599999,2962085343.28370360,5531444,15617.43823000,1469711545.65712720,0
2025-01-11,94726.1,95050.94,93831.73,94599.99,7047.9043,1736639999999,665685994.93301000,1496191,3412.37671000,322346977.43545530,0
2025-01-12,94599.99,95450.1,93711.19,94545.06,8606.86622,1736726399999,813278829.65839490,1658863,4028.33031000,380691769.91844270,0
2025-01-13,94545.07,95940.0,89256.69,94536.1,42619.56423,1736812799999,3930666134.34745740,5740963,19473.88042000,1797888178.84960790,0
2025-01-14,94536.11,97371.0,94346.22,96560.86,27846.61753,1736899199999,2676048470.35695040,4532923,14248.69616000,1369464111.69349600,0
2025-01-15,96560.85,100681.94,96500.0,100497.35,30509.99179,1736985599999,3006242382.88679460,3487945,15494.17873000,1527728226.30833280,0
2025-01-16,100497.35,100866.66,97335.13,99987.3,27832.85317,1737071999999,2765162040.63979910,3762755,13513.53707000,1342462621.62732850,0
2025-01-17,99987.3,105865.22,99950.77,104077.48,39171.85292,1737158399999,4040993985.47504680,3886907,20673.21300000,2131223293.20484620,0
2025-01-18,104077.47,104988.88,102277.55,104556.23,24307.82998,1737244799999,2521522119.37952530,3403162,11607.51274000,1204170928.37481190,0
2025-01-19,104556.23,106422.43,99651.6,101331.57,43397.28298,1737331199999,4513423971.41025210,5271920,21079.51082000,2193270771.00194450,0
2025-01-20,101331.57,109588.0,99550.0,102260.01,89529.231732,1737417599999,9398787064.32071500,11597937,44770.52949200,4704453254.51538250,0
2025-01-21,102260.0,107240.81,100119.04,106143.82,45941.02002,1737503999999,4768512258.15650130,6842980,23227.02741000,2411854258.51271880,0
2025-01-22,106143.82,106394.46,103339.12,103706.66,22248.69254,1737590399999,2331144640.65857870,4364035,10501.59306000,1100173331.98765840,0
2025-01-23,103706.66,106850.0,101262.28,103910.34,53953.12031,1737676799999,5610760848.13163840,6961383,27045.92646000,2813824950.57188350,0
2025-01-24,103910.35,107120.0,102750.0,104870.5,23609.24017,1737763199999,2483818574.37374800,4798886,11893.46050000,1251601023.34846860,0
2025-01-25,104870.51,105286.52,104106.09,104746.85,9068.32377,1737849599999,949511531.35780170,1770765,4462.60438000,467284996.37609660,0
2025-01-26,104746.86,105500.0,102520.44,102620.0,9812.51238,1737935999999,1024352365.47155230,1813011,4642.17247000,484871090.33614970,0
2025-01-27,102620.01,103260.0,97777.77,102082.83,50758.1341,1738022399999,5092886322.82924400,9368910,23529.22433000,2361569760.84189380,0
2025-01-28,102082.83,103800.0,100272.68,101335.52,22022.05765,1738108799999,2253977324.03620920,5428644,10756.64741000,1101357650.29198760,0
2025-01-29,101335.52,104782.68,101328.01,103733.24,23155.35802,1738195199999,2380383694.77213620,5189699,11675.17182000,1200636637.81436690,0
2025-01-30,103733.25,106457.44,103278.54,104722.94,19374.07472,1738281599999,2038112603.51264120,3990075,10140.92834000,1066933244.99202070,0
2025-01-31,104722.94,106012.0,101560.0,102429.56,21983.18193,1738367999999,2282174002.19521760,4331904,10697.39968000,1111485874.12928450,0
2025-02-01,102429.56,102783.71,100279.51,100635.65,12290.95747,1738454399999,1250354228.23722970,2588786,5625.89331000,572540016.14901110,0
2025-02-02,100635.66,101456.6,96150.0,97700.59,34619.49939,1738540799999,3412084312.58362790,7202339,15587.16669000,1536076091.30301330,0
2025-02-03,97700.59,102500.01,91231.0,101328.52,75164.7385,1738627199999,7228589180.71162140,10625262,36736.56946000,3537845694.48126590,0
2025-02-04,101328.51,101732.31,96150.0,97763.13,40267.98697,1738713599999,3989698644.26493070,6618911,19091.58154000,1891457194.35983290,0
2025-02-05,97763.14,99149.0,96155.0,96612.43,26233.30444,1738799999999,2562342153.82968530,4471763,11032.55174000,1078316288.14255890,0
2025-02-06,96612.44,99120.0,95676.64,96554.35,23515.20405,1738886399999,2289071921.21756010,4242807,11261.53049000,1096611639.37600890,0
2025-02-07,96554.35,100137.99,95620.34,96506.8,31794.22065,1738972799999,3107592434.67383420,5012456,15249.35370000,1491114588.55985190,0
2025-02-08,96506.8,96880.0,95688.0,96444.74,10147.24294,1739059199999,977040267.51586310,1757892,4450.52682000,428452764.90474110,0
2025-02-09,96444.75,97323.09,94713.0,96462.75,14120.91613,1739145599999,1359495152.31079740,2293192,6663.72875000,641795598.17527620,0
2025-02-10,96462.75,98345.0,95256.0,97430.82,20572.87537,1739231999999,1999112052.66878620,3475919,9607.62329000,933665618.50501910,0
2025-02-11,97430.82,98478.42,94876.88,95778.2,18647.76379,1739318399999,1806534846.38631950,3716586,8594.50066000,832320054.87637160,0
2025-02-12,95778.21,98119.99,94088.23,97869.99,29151.16625,1739404799999,2800142168.39436540,4992737,13820.70553000,1328044257.04013340,0
2025-02-13,97870.0,98083.91,95217.36,96608.14,19921.77616,1739491199999,1916988246.39211860,3909456,8852.16215000,851823567.09393470,0
2025-02-14,96608.13,98826.0,96252.82,97500.48,18173.02646,1739577599999,1768073218.86901540,3499564,9061.31682000,881925349.64442130,0
2025-02-15,97500.47,97972.26,97223.58,97569.66,7349.37683,1739663999999,717245393.77809200,1694327,3579.14202000,349322778.23397690,0
2025-02-16,97569.67,97704.47,96046.18,96118.12,8191.4249,1739750399999,794694242.29497320,1596701,3719.73063000,360842416.66441670,0
2025-02-17,96118.12,97046.59,95205.0,95780.0,16492.0451,1739836799999,1584593526.17546780,2831237,8010.41565000,769979077.13619730,0
2025-02-18,95780.01,96753.91,93388.09,95671.74,23368.19471,1739923199999,2223994802.89200520,4234248,11432.47367000,1088319233.52198970,0
2025-02-19,95671.74,96899.99,95029.99,96644.37,16438.50954,1740009599999,1576817572.10325050,2784225,7173.61807000,688586919.97592590,0
2025-02-20,96644.37,98711.36,96415.09,98305.0,17057.39177,1740095999999,1663386824.73155060,2386973,8356.42859000,815056614.17382700,0
2025-02-21,98305.01,99475.0,94871.95,96181.98,32249.2814,1740182399999,3143975917.57346420,4528525,15313.58184000,1493403646.84830270,0
2025-02-22,96181.99,96980.0,95770.49,96551.01,11268.17708,1740268799999,1087077133.82263640,1506418,5293.28051000,510722895.16754260,0
2025-02-23,96551.01,96650.0,95227.94,96258.0,10884.84913,1740355199999,1044392011.79102410,1457368,4619.93267000,443381984.41102550,0
2025-02-24,96258.0,96500.0,91349.26,91552.88,31550.10299,1740441599999,2981809595.44537670,4972684,14438.63366000,1366473567.87477310,0
2025-02-25,91552.88,92540.69,86888.1,89247.12,43984.60663,1740527999999,3951238090.63703580,5854337,19311.33323000,1735618496.92172380,0
