timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-02-18 13:30:00,96249.99,96330.0,96107.77,96230.0,271.02229,1739887199999,26087518.52700540,59177,109.14420000,10506174.98473750,0
2025-02-18 14:00:00,96230.0,96753.91,96113.2,96508.45,440.39612,1739888999999,42472522.15601750,89280,273.50621000,26379689.54992340,0
2025-02-18 14:30:00,96508.45,96626.59,95375.12,95536.83,1099.9656,1739890799999,105510279.97668420,253155,413.03684000,39617965.99907840,0
2025-02-18 15:00:00,95536.83,95730.77,95359.57,95403.51,616.15851,1739892599999,58839399.95235710,193116,308.63146000,29473620.18567500,0
2025-02-18 15:30:00,95403.51,95722.73,95200.0,95546.48,620.07215,1739894399999,59196011.23957500,180201,279.52493000,26693999.54315700,0
2025-02-18 16:00:00,95546.49,95633.15,95250.0,95266.78,524.27485,1739896199999,50026585.74615650,129804,216.42825000,20656582.13486950,0
2025-02-18 16:30:00,95266.78,95266.78,94617.45,94639.98,1546.35889,1739897999999,146672908.69852310,200891,531.38959000,50386346.41896460,0
2025-02-18 17:00:00,94639.98,94878.74,94456.0,94529.58,681.62629,1739899799999,64511079.46354490,127113,327.01245000,30963250.16721060,0
2025-02-18 17:30:00,94529.58,94549.31,94102.15,94102.16,841.27759,1739901599999,79330935.14053310,153915,342.58739000,32310712.89343060,0
2025-02-18 18:00:00,94102.16,94350.87,93749.92,94049.54,1051.57305,1739903399999,98873294.93680690,191642,456.36633000,42917202.57006480,0
2025-02-18 18:30:00,94049.54,94049.54,93600.0,93924.03,785.9237,1739905199999,73739750.04590800,142846,397.28079000,37274468.69263140,0
2025-02-18 19:00:00,93924.03,93924.03,93388.09,93679.63,824.63998,1739906999999,77173053.41753100,147196,394.08555000,36882308.45639030,0
2025-02-18 19:30:00,93679.62,94403.88,93601.41,94104.14,590.48056,1739908799999,55517870.87770450,109856,317.89556000,29892982.27039750,0
2025-02-18 20:00:00,94104.15,94458.4,93957.61,94225.49,480.33538,1739910599999,45261059.18382120,86804,260.22226000,24518541.35302370,0
2025-02-18 20:30:00,94225.48,94329.65,93730.72,94196.02,605.80352,1739912399999,56981262.87234720,130831,317.41538000,29857458.13848360,0
2025-02-18 21:00:00,94196.77,95351.4,94118.8,95159.1,1097.56577,1739914199999,104219333.39416200,180281,636.92245000,60477940.19422040,0
2025-02-18 21:30:00,95159.11,95234.66,94705.88,95065.46,505.00249,1739915999999,47940794.81930400,88949,252.35110000,23954869.51292470,0
2025-02-18 22:00:00,95065.46,95430.77,94855.67,95399.95,638.21027,1739917799999,60669667.50246880,69433,364.86953000,34689057.92727220,0
2025-02-18 22:30:00,95399.94,95534.25,95182.0,95304.43,402.43655,1739919599999,38363661.14524270,50900,262.47943000,25016654.61651990,0
2025-02-18 23:00:00,95304.42,95605.0,95257.15,95581.18,503.25067,1739921399999,48027418.29316910,54504,322.33011000,30758509.50371180,0
2025-02-18 23:30:00,95581.18,95685.0,95351.95,95671.74,553.38018,1739923199999,52878392.01013620,44217,440.85224000,42131808.51418900,0
2025-02-19 00:00:00,95671.74,95849.06,95426.92,95464.96,694.26483,1739924999999,66410106.71597930,80636,416.95714000,39886115.76178900,0
2025-02-19 00:30:00,95464.96,95634.71,95279.94,95330.15,209.85329,1739926799999,20030253.46471950,45509,66.94491000,6390668.85356230,0
2025-02-19 01:00:00,95330.15,95373.46,95055.0,95199.99,236.48356,1739928599999,22511221.67779420,60701,109.38282000,10411688.52546680,0
2025-02-19 01:30:00,95199.99,95480.0,95145.44,95479.99,252.49647,1739930399999,24066004.99965510,62553,143.58771000,13689276.71573650,0
2025-02-19 02:00:00,95480.0,95727.27,95458.03,95542.67,179.84772,1739932199999,17190016.00748020,74013,79.89695000,7636934.50060810,0
2025-02-19 02:30:00,95542.67,95961.54,95533.11,95831.76,219.5947,1739933999999,21024840.02377540,46470,99.47567000,9526514.57900600,0
2025-02-19 03:00:00,95831.76,95837.82,95565.57,95704.98,181.05068,1739935799999,17329748.58282770,33378,58.46135000,5595939.15484500,0
2025-02-19 03:30:00,95704.99,95799.99,95602.98,95710.26,185.03692,1739937599999,17711447.77052480,29022,66.47750000,6363188.03567980,0
2025-02-19 04:00:00,95710.25,95768.95,95495.43,95535.98,206.73693,1739939399999,19765049.64392770,31050,52.69190000,5038852.00294450,0
2025-02-19 04:30:00,95535.98,95607.05,95213.85,95213.85,225.8832,1739941199999,21550281.71721620,40731,57.17858000,5457404.94829210,0
